81,8,Checking,3961.15,0.00,\N,\N,0.00000,1
82,9,Savings,192.84,0.00,\N,\N,0.00000,1
83,9,Platinum Credit,-1099.40,109.94,2021-10-13,-1505,0.08887,1
84,11,Platinum Credit,-379.58,37.96,2021-10-16,-758,0.06137,1
85,22,Platinum Credit,-2137.18,213.72,2021-09-22,-2259,0.12628,1
86,21,Plus Credit,-77.13,7.71,2021-10-05,-380,0.04648,1
87,50,Plus Credit,-1179.74,117.97,2021-09-26,-4105,0.12030,0
88,7,Fixed Loan,-1099.35,109.93,2021-10-12,-1140,0.06598,1
89,40,Savings,1412.72,0.00,\N,\N,0.00000,1
90,33,Foodies Credit,-529.53,52.95,2021-09-28,-884,0.03209,1
91,12,Checking,1685.18,0.00,\N,\N,0.00000,1
92,52,Basic Credit,-1487.12,148.71,2021-09-23,-2948,0.04451,1
93,60,Basic Credit,-437.85,43.79,2021-09-25,-1839,0.11549,1
94,33,Basic Credit,-2236.83,223.68,2021-09-25,-3507,0.08248,1
95,30,Basic Credit,-2660.73,266.07,2021-10-11,-4056,0.09062,1
96,26,Platinum Credit,-175.79,17.58,2021-09-25,-334,0.09745,1
97,23,Savings,2546.07,0.00,\N,\N,0.00000,1
98,34,Plus Credit,-917.77,91.78,2021-10-07,-1613,0.07373,1
99,24,Fixed Loan,-2520.08,252.01,2021-09-24,-2728,0.10775,1
100,18,Platinum Credit,-120.68,12.07,2021-09-23,-271,0.12213,1
